date,nav,amfi_code,scheme_name
2013-05-14,14.2231,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-15,14.5276,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-16,14.5877,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-17,14.6518,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-18,14.6518,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-19,14.6518,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-20,14.5075,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-21,14.395,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-22,14.2804,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-23,13.9275,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-24,13.9741,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-25,13.9741,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-26,13.9741,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-27,14.1468,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-28,14.2241,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-29,14.1521,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-30,14.1108,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-05-31,13.9164,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-01,13.9164,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-02,13.9164,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-03,13.8393,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-04,13.8528,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-05,13.8796,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-06,13.8693,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-07,13.7436,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-08,13.7436,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-09,13.7436,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-10,13.6318,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-11,13.3795,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-12,13.3408,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-13,13.199,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-14,13.4526,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-15,13.4526,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-16,13.4526,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-17,13.5024,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-18,13.4342,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-19,13.4689,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-20,13.142,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-21,13.1933,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-22,13.1933,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-23,13.1933,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-24,12.9791,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-25,12.9839,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-26,12.9478,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-27,13.1137,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-28,13.445,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-29,13.445,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-06-30,13.445,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-01,13.6086,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-02,13.5237,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-03,13.2808,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-04,13.3744,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-05,13.4009,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-06,13.4009,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-07,13.4009,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-08,13.2314,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-09,13.3168,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-10,13.259,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-11,13.4425,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-12,13.6028,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-13,13.6028,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-14,13.6028,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-15,13.6813,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-16,13.4826,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-17,13.4057,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-18,13.5266,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-19,13.491,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-20,13.491,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-21,13.491,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-22,13.4323,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-23,13.5137,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-24,13.2616,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-25,13.1914,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-26,13.0735,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-27,13.0735,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-28,13.0735,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-29,13.0033,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-30,12.7471,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-07-31,12.9014,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-01,12.766,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-02,12.6617,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-03,12.6617,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-04,12.6617,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-05,12.7128,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-06,12.3588,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-07,12.4816,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-08,12.7214,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-09,12.7214,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-10,12.7214,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-11,12.7214,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-12,12.8515,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-13,13.0239,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-14,13.0848,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-15,13.0848,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-16,12.6349,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-17,12.6349,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-18,12.6349,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-19,12.4366,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-20,12.4137,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-21,12.2191,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-22,12.424,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-23,12.5759,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-24,12.5759,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-25,12.5759,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-26,12.6806,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-27,12.2979,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-28,12.2443,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-29,12.4848,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-30,12.6214,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-08-31,12.6214,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-01,12.6214,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-02,12.794,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-03,12.3669,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-04,12.564,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-05,12.8133,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-06,12.9802,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-07,12.9802,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-08,12.9802,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-09,12.9802,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-10,13.3471,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-11,13.4542,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-12,13.3458,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-13,13.3653,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-14,13.3653,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-15,13.3653,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-16,13.2876,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-17,13.3498,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-18,13.4428,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-19,13.819,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-20,13.6366,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-21,13.6366,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-22,13.6366,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-23,13.408,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-24,13.3638,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-25,13.355,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-26,13.3434,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-27,13.2945,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-28,13.2945,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-29,13.2945,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-09-30,13.1286,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-01,13.2715,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-02,13.2715,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-03,13.5608,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-04,13.5546,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-05,13.5546,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-06,13.5546,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-07,13.6097,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-08,13.6174,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-09,13.7175,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-10,13.7388,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-11,13.9215,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-12,13.9215,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-13,13.9215,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-14,13.9362,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-15,13.8854,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-16,13.8854,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-17,13.7852,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-18,14.0524,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
2013-10-19,14.0524,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option
